"Label","DataElementUId","CoCUid","DataSetUid","RMA Table Name","AccessDatabaseFile","AccessDBTable","AccessDBColumn","AccessColumnDescription","DataSETUID","Tab RMA DHIS2",
"Intrants gratuits IST ou VIH   2e Test VIH (Unigold) Quantite Utilisee","SKGG8Ii4wSo","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST2_VIH_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH 2e Test VIH (Unigold) Quantite redeployee perdue expiree","t3Qiu0xXocm","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST2_VIH_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH   2e Test VIH (Unigold) Nbre jours de rupture","bu6TR8MKJuo","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST2_VIH_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Plumpynut (en sachet) stock au debut du mois","g8MBH97jVib","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPLUM_NUT_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Plumpynut (en sachet) quantite re?ue durant le mois","cd5cLrX2ZuF","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPLUM_NUT_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Plumpynut (en sachet) quantite utilisee","MhtgIT6cDbj","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPLUM_NUT_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Plumpynut (en sachet) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","nemOkKN718V","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPLUM_NUT_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Plumpynut (en sachet) nombre des jours de rupture de stock","lmMFhIlES1O","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPLUM_NUT_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Amoxicilline stock au debut du mois","IbMOH4xSuhj","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cAMOX_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Amoxicilline quantite re?ue durant le mois","VdBpD4B62Xt","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cAMOX_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Amoxicilline quantite utilisee","Fam8G7EBxA2","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cAMOX_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Amoxicilline quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","Dcbyus8x60A","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cAMOX_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Amoxicilline nombre des jours de rupture de stock","gFybiGtAO7S","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cAMOX_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Vitamine A stock au debut du mois","FMyTR8OhOBb","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cVITA_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Vitamine A quantite re?ue durant le mois","AxPBCYTOYir","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cVITA_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Vitamine A quantite utilisee","l1h8ThvxYw8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cVITA_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Vitamine A quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","kxtMrTrI3pk","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cVITA_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Vitamine A nombre des jours de rupture de stock","rRE1Dh1jaQt","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cVITA_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Albendazole stock au debut du mois","khJFVzAzWk8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cALB_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Albendazole quantite re?ue durant le mois","c5577wFpkjB","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cALB_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Albendazole quantite utilisee","i14iV1wGD3k","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cALB_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Albendazole quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","iTUsm2gfsdt","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cALB_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Nutrition Albendazole nombre des jours de rupture de stock","tkxy7BGyYnK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cALB_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF LoFemenal ou Microgynon stock au debut du mois","sKSZWsES18v","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cLOF_MI_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF LoFemenal ou Microgynon quantite re?ue durant le mois","cXk913WVPyl","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cLOF_MI_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF LoFemenal ou Microgynon quantite utilisee","LIW3zBLCNKS","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cLOF_MI_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF LoFemenal ou Microgynon quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","Hk3DuAaS641","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cLOF_MI_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF LoFemenal ou Microgynon nombre des jours de rupture de stock","P7YkTVkIi99","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cLOF_MI_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Ovrette ou Microlut stock au debut du mois","X6HcJ91111d","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cOV_MIC_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Ovrette ou Microlut quantite re?ue durant le mois","BT867YScviz","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cOV_MIC_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Ovrette ou Microlut quantite utilisee","n01nBAqiYxi","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cOV_MIC_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Ovrette ou Microlut quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","wgXRHF1XWg4","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cOV_MIC_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Ovrette ou Microlut nombre des jours de rupture de stock","Y7g3waEV5nm","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cOV_MIC_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Depo-Provera stock au debut du mois","uWp9mly2R2V","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDEPO_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Depo-Provera quantite re?ue durant le mois","WJC8x8u5hE3","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDEPO_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Depo-Provera quantite utilisee","lj5RuV2pkiK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDEPO_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Depo-Provera quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","rEo2vzhEwSw","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDEPO_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Depo-Provera nombre des jours de rupture de stock","t7iBTDF9n2w","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDEPO_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Megestron stock au debut du mois","kwYJpyw7SIf","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cMEG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Megestron quantite re?ue durant le mois","JdC4LzlfwTq","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cMEG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Megestron quantite utilisee","bX91Ts8kVsA","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cMEG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Megestron quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","LnOXvCwC7zU","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cMEG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Megestron nombre des jours de rupture de stock","EU1E40ViRt7","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cMEG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Conceptrol stock au debut du mois","sCwO3HNgjDO","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCONC_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Conceptrol quantite re?ue durant le mois","h4hRwFJDZN0","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCONC_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Conceptrol quantite utilisee","USuRTpuTeEk","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCONC_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Conceptrol quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","GRDIKtYmNKc","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCONC_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Conceptrol nombre des jours de rupture de stock","VvQvHbiRmVW","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCONC_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF DIU stock au debut du mois","q2NFL4uxM8X","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDIU_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF DIU quantite re?ue durant le mois","tb47On0qDMc","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDIU_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF DIU quantite utilisee","MfJDFa0SfD7","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDIU_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF DIU quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","DDGX8tI1jK2","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDIU_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF DIU nombre des jours de rupture de stock","IF8uQ9vHXIu","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cDIU_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Implanon stock au debut du mois","Epl19QHEgh8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cIPLN_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Implanon quantite re?ue durant le mois","o7G1H298Tvk","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cIPLN_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Implanon quantite utilisee","ioZ2w7kQ63C","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cIPLN_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Implanon quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","xp1MN0KVA6I","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cIPLN_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Implanon nombre des jours de rupture de stock","zFzt4ywefk4","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cIPLN_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Collier du cycle stock au debut du mois","DhFVB9kJY9X","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCOXY_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Collier du cycle quantite re?ue durant le mois","XWjDfMzZmxm","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCOXY_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Collier du cycle quantite utilisee","GAc4SxrsrYQ","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCOXY_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Collier du cycle quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","vb2EYu5axKY","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCOXY_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PF Collier du cycle nombre des jours de rupture de stock","VMeb1CvtQ44","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cCOXY_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBA stock au debut du mois","LVxbv9cKFLl","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBA_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBA quantite re?ue durant le mois","TWIduus0Koh","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBA_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBA quantite utilisee","ETky0cpdYkV","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBA_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBA quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","gZq6iPslOKD","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBA_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBA nombre des jours de rupture de stock","LcWjUNT0D1u","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBA_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBE stock au debut du mois","jM0ieaSkGx2","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBE_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBE quantite re?ue durant le mois","EjjJh4FLTYk","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBE_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBE quantite utilisee","K11Nryaut5m","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBE_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBE quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","n2Ve8pwmh52","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBE_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT MBE nombre des jours de rupture de stock","lVTDKQirDPC","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_MBE_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBA stock au debut du mois","RBmmVfYG0Xb","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBA_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBA quantite re?ue durant le mois","eskPZvLeAjW","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBA_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBA quantite utilisee","TvuV3SkRKKU","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBA_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBA quantite redeployee et Perdue: expiree__ cassee__ perimee__ etc.","vFoIFSvTYZR","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBA_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBA nombre des jours de rupture de stock","J1YpPqVIils","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBA_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBE stock au debut du mois","Bmr0DQ2HGi8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBE_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBE quantite re?ue durant le mois","SRtrnWr7iiX","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBE_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBE quantite utilisee","G8aXgONY0iU","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBE_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBE quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","rQ4JAgn7zAN","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBE_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre PCT PBE nombre des jours de rupture de stock","SG0R35hr1Fi","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPCT_PBE_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre Prednisolone stock au debut du mois","he1L4xF8A7y","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPRED_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre Prednisolone quantite re?ue durant le mois","bwO5dvKYGCA","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPRED_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre Prednisolone quantite utilisee","Hzi3YYo0Aac","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPRED_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre Prednisolone quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","oPrrknPPkce","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPRED_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit Lepre Prednisolone nombre des jours de rupture de stock","iQOji833oLe","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cPRED_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR KIA gratuits stock au debut du mois","qWzA05sT10N","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cKIAGRAT_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR KIA gratuits quantite re?ue durant le mois","tLtLQCCgi2Z","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cKIAGRAT_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR KIA gratuits quantite utilisee","cTb0e0IKGxo","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cKIAGRAT_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR KIA gratuits quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","V1ThBmMkF23","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cKIAGRAT_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR KIA gratuits nombre des jours de rupture de stock","lkq4KbwyRMB","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cKIAGRAT_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj.1g stock au debut du mois","ENznzcDPCBf","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ1g_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj.1g quantite re?ue durant le mois","iZYGtJxRWnN","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ1g_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj.1g quantite utilisee","JnTFEQNtbth","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ1g_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj.1g quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","XlsUtYDmzc8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ1g_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj.1g nombre des jours de rupture de stock","F755AsKFNDK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ1g_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj. 500 stock au debut du mois","FlD2inZ7vrA","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ500_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj. 500 quantite re?ue durant le mois","LIRVLqnq8jK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ500_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj. 500 quantite utilisee","VQwpRf26GkG","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ500_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj. 500 quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","CpGxGFUlmMy","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ500_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Ampicilline inj. 500 nombre des jours de rupture de stock","Ad2RHxADmms","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cAMPIINJ500_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Metronidazole inj. stock au debut du mois","QpL7DB6LmQf","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMETROINJ_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Metronidazole inj. quantite re?ue durant le mois","wr8OnRnYj6w","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMETROINJ_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Metronidazole inj. quantite utilisee","mZaEmyZIVMY","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMETROINJ_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Metronidazole inj. quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","yv2aaYuLaTK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMETROINJ_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Metronidazole inj. nombre des jours de rupture de stock","xCwMu6RDP2B","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMETROINJ_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj. 80  stock au debut du mois","Z3fAzRhPsz6","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTAIN80_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj. 80  quantite re?ue durant le mois","qKX0cgPgPTP","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTAIN80_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj. 80  quantite utilisee","GepiOj8mhXT","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTAIN80_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj. 80  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","a4e67A5DrhK","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTAIN80_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj. 80  nombre des jours de rupture de stock","djxoy6lfQbU","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTAIN80_NJRS",,"NZ52X9Fw4lB","Tableau 15",
